Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/100007/100007-GluCEST.nii.gz_0	9.167770	1950	1.975302	9.455645	2455	2.497661	8.858060	1971	2.099024	9.757206	2451	2.140435
