Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29
/project/bbl_roalf_cmroicest/cest/100009/100009-GluCEST.nii.gz_0	9.335596	1168	2.260014	9.381043	767	1.885320	9.729078	33	1.296105	9.066450	1320	1.953263	8.342791	810	2.408933	8.664558	363	2.059109	8.843644	286	1.842199	8.270322	690	1.907208
