Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/100002/100002-GluCEST.nii.gz_0	7.995544	1865	1.985821	9.055069	2691	2.238616	7.593670	2100	2.178476	8.891313	2902	2.621316
