Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_3	NZcount_3	NZSigma_3	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29
/project/bbl_roalf_cmroicest/cest/100002/100002-GluCEST.nii.gz_0	8.875521	1593	2.342757	9.006665	131	1.917500	8.919572	1145	2.148960	9.999095	18	0.605091	8.645394	1791	2.772860	6.590270	79	4.451408	9.103996	409	2.310088	9.477469	250	2.015482	9.235166	1118	1.780393
