Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_3	NZcount_3	NZSigma_3	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_7	NZcount_7	NZSigma_7	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29
/project/bbl_roalf_cmroicest/cest/200002/200002-GluCEST.nii.gz_0	9.245430	1668	1.762494	8.929404	185	1.872305	9.248166	1475	1.742972	0.000000	0	0.000000	8.325055	1157	2.304339	8.497094	367	2.322968	8.913975	290	2.167395	8.469705	774	2.981052
