Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/200002/200002-GluCEST.nii.gz_0	7.979226	1897	1.871945	8.944797	2460	2.077870	8.251240	1976	2.005896	8.844655	2604	2.343148
