Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_18	NZcount_18	NZSigma_18	NZMean_22	NZcount_22	NZSigma_22	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29	NZMean_31	NZcount_31	NZSigma_31
/project/bbl_roalf_cmroicest/cest/200003/200003-GluCEST.nii.gz_0	8.671145	940	2.042512	8.477493	212	1.959443	7.475211	179	1.973263	7.795068	59	2.232113	8.148653	1123	2.041393	7.842826	928	2.044074	6.330144	259	2.494340	0.000000	0	0.000000	9.157930	109	1.605175	9.197563	290	1.881081	8.167752	677	1.858783	6.220019	52	2.575451
