Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29	NZMean_31	NZcount_31	NZSigma_31
/project/bbl_roalf_cmroicest/cest/200006/200006-GluCEST.nii.gz_0	9.231841	1751	3.973259	10.038934	860	2.486276	8.909328	1475	3.082189	8.071968	884	4.070324	9.085706	213	2.529007	9.156084	256	3.229954	9.389667	967	2.184231	4.971265	3	1.071131
