Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/200006/200006-GluCEST.nii.gz_0	8.467399	2451	2.392766	8.951499	2627	3.951401	8.413153	2466	2.470151	9.204127	2578	3.057232
