Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_3	NZcount_3	NZSigma_3	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29
/project/bbl_roalf_cmroicest/cest/100005/100005-GluCEST.nii.gz_0	8.542696	1336	2.102899	10.858340	10	1.078494	9.157746	1271	2.088844	9.365971	35	1.025207	8.921290	1597	2.274328	8.807449	244	2.863814	8.972321	191	1.959822	9.168454	206	2.189660	8.036155	1021	4.206865
