Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/100005/100005-GluCEST.nii.gz_0	7.114119	2406	2.436485	9.130992	2237	2.185931	7.105000	2373	2.677927	8.761304	2477	3.211351
