Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29
/project/bbl_roalf_cmroicest/cest/100010/100010-GluCEST.nii.gz_0	9.131312	1276	2.014412	9.320844	550	1.759223	9.098385	293	1.630696	8.558851	171	1.340592	9.019004	1695	1.681154	8.445914	760	1.949088	8.750391	206	1.897110	8.559868	198	2.329043	8.820476	973	1.738434
