Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/200004/200004-GluCEST.nii.gz_0	8.151934	2530	2.595630	9.228452	3409	2.593027	8.110098	2423	2.662282	9.019855	3304	2.401467
