Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_18	NZcount_18	NZSigma_18	NZMean_19	NZcount_19	NZSigma_19	NZMean_20	NZcount_20	NZSigma_20	NZMean_22	NZcount_22	NZSigma_22	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29	NZMean_30	NZcount_30	NZSigma_30	NZMean_31	NZcount_31	NZSigma_31
/project/bbl_roalf_cmroicest/cest/200004/200004-GluCEST.nii.gz_0	9.169341	1293	2.396637	9.395952	191	1.546461	10.053598	207	1.331199	9.834955	284	2.417740	8.872699	1176	2.453949	8.889344	1762	2.441639	8.813878	638	2.758953	8.125162	83	2.286167	8.933826	94	1.893931	7.202837	109	4.175566	10.382841	9	1.428872	9.639797	235	2.201971	9.737784	1160	2.217254	8.670757	34	3.002543	9.376430	224	2.794080
