Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_18	NZcount_18	NZSigma_18	NZMean_19	NZcount_19	NZSigma_19	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29	NZMean_31	NZcount_31	NZSigma_31
/project/bbl_roalf_cmroicest/cest/100003/100003-GluCEST.nii.gz_0	9.651903	1471	1.998114	10.738188	1190	2.272688	10.177193	80	1.147252	10.959185	110	1.282122	10.524477	1610	2.622061	10.120606	1108	2.666308	9.692305	146	2.676551	9.560394	17	2.533277	9.588473	244	2.766043	10.150476	397	2.001539	10.850507	910	1.824530	13.752130	2	1.887881
