Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29
/project/bbl_roalf_cmroicest/cest/100008/100008-GluCEST.nii.gz_0	9.862364	1151	2.115325	9.278308	879	1.650748	9.889130	146	2.069615	8.899530	196	2.210320	8.667017	1749	2.182868	7.927636	446	2.483007	9.182792	351	1.852254	9.291299	216	2.174562	9.148105	1124	1.800034
