Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/100008/100008-GluCEST.nii.gz_0	7.907305	2199	2.200540	9.324982	2486	2.116230	7.439825	2098	2.395524	9.147711	2839	1.985831
