Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_18	NZcount_18	NZSigma_18	NZMean_19	NZcount_19	NZSigma_19	NZMean_22	NZcount_22	NZSigma_22	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29	NZMean_31	NZcount_31	NZSigma_31
/project/bbl_roalf_cmroicest/cest/200008/200008-GluCEST.nii.gz_0	9.000699	1612	2.448886	9.378100	590	2.281747	9.535061	286	2.198092	10.382014	212	1.985451	9.302002	1855	2.694633	8.886024	1756	3.113369	9.469160	350	4.358668	6.498079	4	3.189986	10.477013	4	0.944196	9.131080	321	2.196552	9.094503	555	1.969775	9.508360	1199	1.705145	11.119292	151	4.056728
