Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/100004/100004-GluCEST.nii.gz_0	8.014646	2596	2.336633	7.904392	2691	2.908924	7.787998	2157	2.278605	7.770153	2615	3.255990
