Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_18	NZcount_18	NZSigma_18	NZMean_25	NZcount_25	NZSigma_25	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29	NZMean_31	NZcount_31	NZSigma_31
/project/bbl_roalf_cmroicest/cest/100004/100004-GluCEST.nii.gz_0	8.879522	1342	2.758870	8.512352	376	1.985656	7.974913	273	3.660203	7.114583	265	3.414218	7.944766	1586	2.831355	6.414353	1049	3.048601	0.000000	0	0.000000	9.057941	12	1.549464	8.306615	168	1.827856	8.396771	225	2.432548	8.182887	968	2.671180	17.077918	9	3.270624
