Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/200010/200010-GluCEST.nii.gz_0	8.288582	1617	1.967289	8.821108	2000	2.355502	8.231963	1858	2.120022	9.198825	1745	1.856942
