Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_3	NZcount_3	NZSigma_3	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29
/project/bbl_roalf_cmroicest/cest/200010/200010-GluCEST.nii.gz_0	9.621320	1006	1.992952	8.356051	2	0.537950	9.493435	630	1.714057	10.101571	29	1.031961	8.984616	78	1.818859	8.963983	1043	1.844054	9.206082	407	2.408686	7.813064	199	2.037515	8.466206	504	2.320162	8.094064	625	2.042004
