Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_3	NZcount_3	NZSigma_3	NZMean_4	NZcount_4	NZSigma_4	NZMean_7	NZcount_7	NZSigma_7	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28
/project/bbl_roalf_cmroicest/cest/200005/200005-GluCEST.nii.gz_0	9.046971	2348	2.291950	7.708420	567	2.213430	8.902703	2204	2.179487	8.611589	861	2.062825	8.534641	417	1.858939	9.212927	1142	1.799246
