Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29
/project/bbl_roalf_cmroicest/cest/100001/100001-GluCEST.nii.gz_0	9.300019	1351	2.041757	9.773738	993	1.708642	9.722005	57	1.245345	8.722529	42	1.367141	8.540350	1525	2.131255	8.671488	636	2.108231	8.776397	233	2.304330	9.907288	286	1.555618	8.822192	1013	2.017369
