Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/100001/100001-GluCEST.nii.gz_0	7.810735	2072	2.293670	9.209227	2487	1.950258	7.226566	2008	2.464148	9.195162	2621	2.034019
