Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/100006/100006-GluCEST.nii.gz_0	7.889026	2156	2.071061	9.186975	2789	1.947548	7.886103	2322	2.160441	9.263920	2783	1.706475
