Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_18	NZcount_18	NZSigma_18	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29	NZMean_31	NZcount_31	NZSigma_31
/project/bbl_roalf_cmroicest/cest/100006/100006-GluCEST.nii.gz_0	8.986049	1323	1.829397	10.730291	361	1.230395	9.971789	256	1.444993	9.681893	289	1.375368	9.340384	1281	1.851446	8.887932	1042	1.912193	8.014248	186	2.129788	9.364069	158	1.748445	8.880756	256	1.443578	8.648099	1145	1.749208	7.991212	50	3.207723
