Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_2	NZcount_2	NZSigma_2	NZMean_12	NZcount_12	NZSigma_12	NZMean_13	NZcount_13	NZSigma_13
/project/bbl_roalf_cmroicest/cest/200001/200001-GluCEST.nii.gz_0	7.468423	2041	2.075923	9.293435	2313	1.721452	7.268486	1777	2.345968	9.065902	2381	1.900428
