Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_5	NZcount_5	NZSigma_5	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29
/project/bbl_roalf_cmroicest/cest/200001/200001-GluCEST.nii.gz_0	8.803214	1242	2.214720	9.111861	862	1.776575	9.922426	159	1.790203	10.155330	35	0.924258	9.166748	1604	1.753989	8.553744	211	1.889467	8.328057	214	2.086521	9.623708	223	1.798716	8.925405	1048	1.667030
