Subject	NZMean_1	NZcount_1	NZSigma_1	NZMean_4	NZcount_4	NZSigma_4	NZMean_6	NZcount_6	NZSigma_6	NZMean_7	NZcount_7	NZSigma_7	NZMean_17	NZcount_17	NZSigma_17	NZMean_18	NZcount_18	NZSigma_18	NZMean_19	NZcount_19	NZSigma_19	NZMean_20	NZcount_20	NZSigma_20	NZMean_21	NZcount_21	NZSigma_21	NZMean_22	NZcount_22	NZSigma_22	NZMean_26	NZcount_26	NZSigma_26	NZMean_28	NZcount_28	NZSigma_28	NZMean_29	NZcount_29	NZSigma_29	NZMean_30	NZcount_30	NZSigma_30	NZMean_31	NZcount_31	NZSigma_31
/project/bbl_roalf_cmroicest/cest/200007/200007-GluCEST.nii.gz_0	9.186180	1135	2.097669	9.816473	864	1.826121	8.754668	18	1.016503	9.282077	1251	1.860159	9.274834	979	1.944537	9.102373	738	1.763526	9.815621	54	1.110799	9.375318	61	2.425534	6.289438	2	3.928073	8.691380	196	1.622996	9.931180	34	1.243620	8.825900	674	1.952608	9.685208	769	1.547207	8.962892	36	2.172223	8.558249	291	2.082632
